S500SR,scuba_500corr,angDist,file_id,S450,S450_total_err,S500corr,S500corr_total_err
26.18123231094407,23.949156,0.22564437016622343,249,28.5109,1.7141,23.949156,1.439844
22.049943572643226,18.441444,0.9361664476719379,250,21.9541,1.6195,18.441444,1.36038
16.021186399290613,17.016468,0.3122985951641259,229,20.2577,1.6576,17.016468,1.3923839999999998
30.26814475836999,25.292399999999997,2.198491994152994,290,30.11,2.1385,25.292399999999997,1.79634
20.837941731698912,19.7589,0.3224232691732283,230,23.5225,1.9622,19.7589,1.648248
11.647053973018126,15.886752,1.853872144860361,270,18.9128,1.7331,15.886752,1.455804
10.632666290102115,11.283804,1.2095878836674605,270,13.4331,1.462,11.283804,1.2280799999999998
12.903210420676526,11.550251999999999,1.4701707879796329,250,13.7503,1.4655,11.550251999999999,1.23102
25.558044976781268,21.389675999999998,2.7497272486333246,271,25.4639,2.1424,21.389675999999998,1.7996159999999999
27.675982665097774,21.739872,3.0790923377547665,290,25.8808,2.4782,21.739872,2.081688
16.132413062566965,19.087068,0.9896284573701118,290,22.7227,2.0598,19.087068,1.730232
11.566786796180178,13.084931999999998,1.2176885310157062,269,15.5773,1.8375,13.084931999999998,1.5434999999999999
8.809143737194551,10.986023999999999,0.6333335499779025,249,13.0786,1.6465,10.986023999999999,1.38306
14.133235574733378,13.366752,1.710142088073602,251,15.9128,1.952,13.366752,1.6396799999999998
11.676322199838802,8.373624,2.570046809537524,270,9.9686,1.5653,8.373624,1.314852
5.188726410823914,8.143968,1.3817502548738192,249,9.6952,1.5958,8.143968,1.340472
12.745679234185234,14.778623999999999,0.4163286585214191,248,17.5936,2.2455,14.778623999999999,1.8862199999999998
12.827733210920783,15.506568,1.508252465418127,230,18.4602,2.3204,15.506568,1.9491359999999998
9.025023255450296,7.9448039999999995,1.7503174764164475,270,9.4581,1.6085,7.9448039999999995,1.35114
9.790459596361107,11.079852,1.8038225633403677,249,13.1903,1.8032,11.079852,1.5146879999999998
6.625485143673301,8.366064,1.266065474867532,250,9.9596,1.567,8.366064,1.31628
11.881453561843268,9.511488,0.8545124772250883,269,11.3232,1.7066,9.511488,1.433544
8.997360926049831,11.286491999999999,2.164092262110976,289,13.4363,1.894,11.286491999999999,1.59096
20.3275471410594,15.125124,1.5992416298361447,251,18.0061,2.3622,15.125124,1.984248
9.581495886669313,10.004567999999999,1.7719388907637432,270,11.9102,1.8073,10.004567999999999,1.5181319999999998
11.85452565403438,12.546072,1.562941068191073,290,14.9358,2.1321,12.546072,1.7909639999999998
6.373562303705024,7.940772,0.8995857392922502,270,9.4533,1.5872,7.940772,1.333248
12.225101021806323,11.726904,0.6580522338565477,230,13.9606,2.0905,11.726904,1.75602
7.450499576130755,8.841588,1.0527867384403473,270,10.5257,1.7829,8.841588,1.497636
5.602860551185506,8.28198,0.49042671819453626,269,9.8595,1.6789,8.28198,1.410276
8.632171976029342,12.984636,2.1299513147462728,229,15.4579,2.246,12.984636,1.8866399999999999
15.52080073701889,14.464631999999998,1.3824982308286244,228,17.2198,2.4948,14.464631999999998,2.095632
2.645843110067066,7.154196,1.3471651428168743,249,8.5169,1.5482,7.154196,1.3004879999999999
3.8941935114530932,8.230152,0.21368946632428912,230,9.7978,1.7672,8.230152,1.484448
4.339066333746755,10.480932,1.7294251356393786,229,12.4773,2.0377,10.480932,1.711668
24.08923081262121,20.804868,0.8932679578099946,210,24.7677,3.2493,20.804868,2.729412
7.023707727326741,10.73016,2.1047377996076153,271,12.774,2.0772,10.73016,1.744848
4.991064467482988,6.082608,1.771363234857205,270,7.2412,1.4912,6.082608,1.252608
3.383727815026507,5.65866,0.6327779053447006,270,6.7365,1.4854,5.65866,1.247736
15.253615156606731,18.77526,1.75759541962664,210,22.3515,3.4484,18.77526,2.8966559999999997
11.462873474946237,12.927852,0.686713962015917,210,15.3903,2.82,12.927852,2.3688
6.215382226273202,6.275304,1.9831501680903492,249,7.4706,1.6823,6.275304,1.4131319999999998
2.6873932520368737,6.297479999999999,2.4963005081820464,249,7.497,1.6292,6.297479999999999,1.368528
6.907312793614483,9.996756,0.49486378311844703,230,11.9009,2.3061,9.996756,1.9371239999999998
4.5306918531542095,6.920844,1.5338204447737818,270,8.2391,1.733,6.920844,1.4557200000000001
7.045254505250278,7.691375999999999,1.2772136861278762,269,9.1564,1.8843,7.691375999999999,1.582812
2.0616563145040105,6.257664,2.137034686673043,250,7.4496,1.6646,6.257664,1.398264
5.018147572890288,5.725859999999999,0.20032837610490642,249,6.8165,1.5284,5.725859999999999,1.2838559999999999
4.005425623676493,7.347312,1.6145673921295054,249,8.7468,1.7646,7.347312,1.4822639999999998
11.133257305158768,11.176536,2.8617201968178656,231,13.3054,2.5584,11.176536,2.149056
2.6322436192618173,6.005496,3.4877964594528366,269,7.1494,1.5981,6.005496,1.342404
